Chaparabari,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Chubura Chuburi Pathar,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Gelabil Gaon,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Khusurabari Gaon,Khuchurabari B.O,784507,Udalguri,DARRANG,ASSAM
Nepalpara,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.1 Bheluguri,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.2 Ajagar,Pathakpur B.O,784507,Majbat,DARRANG,ASSAM
No.2 Gangapur F.V.,Raksyasmari B.O,784507,Dhekiajuli,SONITPUR,ASSAM
No.2 Pathakpur,Pathakpur B.O,784507,Majbat,DARRANG,ASSAM
No.3 Beteli T.E.,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Oubari Jungle,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Pub-Kuruabahi,Pathakpur B.O,784507,Majbat,DARRANG,ASSAM
Bajrajhar,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Batabari,Batabari B.O,784507,Khoirabari,DARRANG,ASSAM
Benganabari Gaon,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Betibari Bagan No.2,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Betibari No.1 (T.E.),Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Jungle Block No.2,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Kuruabahi,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Mahaliapara,Mahalia Para B.O,784507,Pathorighat,DARRANG,ASSAM
Monujuli Gaon,Narengkati B.O,784507,Dhekiajuli,SONITPUR,ASSAM
No.2 Batabari,Batabari B.O,784507,Kalaigaon,DARRANG,ASSAM
No.2 Hatipota,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.3 Orang T.E.,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.5 Orang T.E.,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Uttar Chuba,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Angrajuli,Khuchurabari B.O,784507,Udalguri,DARRANG,ASSAM
Balisiha Jungle,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Bangalgaon,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Batabari,Batabari B.O,784507,Harisinga,DARRANG,ASSAM
Da-Herua Bil,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Dimapur,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Kalbari Habi,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Kathpari,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Khamtoubari No.1,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Lamabari Gaon,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Majuli Sar,Mahalia Para B.O,784507,Dhekiajuli,SONITPUR,ASSAM
Nalbari Gaon,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.2 Mazgaon,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Salmari,Pathakpur B.O,784507,Majbat,DARRANG,ASSAM
Benganabari Jungle,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Bhalukmari Jungle,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Chutia Gaon,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Dakhin Chuba,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Dev Pukhuri,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Dewal Khanda,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Gabharupara,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Gohain Bheti Gaon,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Gorbasti,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Jingabil,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Lamabari T.E.,Pathakpur B.O,784507,Majbat,DARRANG,ASSAM
Mazbatgaon,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Merabil,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.1 Jungle Block,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.2 Batabari,Batabari B.O,784507,Harisinga,DARRANG,ASSAM
No.4 Orang T.E.,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Potabil,Khuchurabari B.O,784507,Majbat,DARRANG,ASSAM
Sonajuli,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Dewsani,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Habigaon Grant,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Hatibil,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Kataludub Gaon,Hoograjuli B.O,784507,Dhekiajuli,SONITPUR,ASSAM
Lokampur,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Mazbat Town,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.1 Arun Bagan,Mazbat S.O,784507,Dhekiajuli,SONITPUR,ASSAM
No.1 Bahipukhuri T.E.,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.1 Kadabil,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.1 Mazgaon,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.1 Merabil,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.1 Pathakpur,Pathakpur B.O,784507,Majbat,DARRANG,ASSAM
No.2 Saikia Chuburi,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Bagulamari,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Baigapara,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Bamunigaon,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Beteli T.E. No.1,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Garogaon N0.1,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Garubandha Khankhala Bari,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Jagayapur,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Kaporpora,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Khusurabari,Khuchurabari B.O,784507,Majbat,DARRANG,ASSAM
Murkati,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.1 Batabari,Batabari B.O,784507,Kalaigaon,DARRANG,ASSAM
No.1 Batabari,Batabari B.O,784507,Khoirabari,DARRANG,ASSAM
No.1 Mazbat T.E.,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.2 Garogaon,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.2 Kadabil,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.2 Mazbat T.E.,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Awnajuli,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Bahipukhuri T.E.,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Baligaon,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Betali T.E. No.2,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Chutiabasti,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Godhabil,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Joradia,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Khagrabil,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Merabil No.2,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.2 Bahipukhuri T.E.,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.2 Batabari,Batabari B.O,784507,Khoirabari,DARRANG,ASSAM
No.4 Betali T.E,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Nomati,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Rowmari Gaon,Hoograjuli B.O,784507,Majbat,DARRANG,ASSAM
Kacharibhetitop,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Kharamakha,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Kukura-Khaiti,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Majbat,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
Nagaon,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.1 Ajagaor,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.1 Hatipota,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.1 Nahorbari,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.1 Saikia Chuburi,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.1 Sitalmari Gaon,Pathakpur B.O,784507,Dhekiajuli,SONITPUR,ASSAM
No.2 Botabari,Batabari B.O,784507,Udalguri,DARRANG,ASSAM
No.5 Beteli T.E.,Mazbat S.O,784507,Majbat,DARRANG,ASSAM
No.1 Jhargaon,Rowta S.O,784508,Dalgaon,DARRANG,ASSAM
No.1 Rawta Station,Rowta S.O,784508,Udalguri,DARRANG,ASSAM
No.2 Singari Bagan,Rowta Chariali B.O,784508,Dhekiajuli,SONITPUR,ASSAM
Belsiri Jikirbari Gaon,Bhalukmari B.O,784508,Dhekiajuli,SONITPUR,ASSAM
Rowtaga0N,Rowta S.O,784508,Majbat,DARRANG,ASSAM
No.2 Dhansiri Khuti,Bhalukmari B.O,784508,Udalguri,DARRANG,ASSAM
Rowta Station,Rowta S.O,784508,Majbat,DARRANG,ASSAM
Dhansiri Kash,Rowta S.O,784508,Dalgaon,DARRANG,ASSAM
No.3 Dhansiri T.E.,Rowta S.O,784508,Udalguri,DARRANG,ASSAM
Phuhurabari Khoyerbari Pathar,Rowta Chariali B.O,784508,Udalguri,DARRANG,ASSAM
Rowtamukh,Rowta S.O,784508,Majbat,DARRANG,ASSAM
Tarabari,Rowta S.O,784508,Udalguri,DARRANG,ASSAM
Tarajuli,Rowta S.O,784508,Udalguri,DARRANG,ASSAM
Thakuriapara,Rowta S.O,784508,Udalguri,DARRANG,ASSAM
Jakuapara,Rowta S.O,784508,Dalgaon,DARRANG,ASSAM
No.2 Tiulip Bagan,Shillongkhuti B.O,784508,Dhekiajuli,SONITPUR,ASSAM
No.4 Dhansiri Khuti,Rowta S.O,784508,Udalguri,DARRANG,ASSAM
Shillongkhuti,Shillongkhuti B.O,784508,Majbat,DARRANG,ASSAM
Sisubari,Rowta S.O,784508,Udalguri,DARRANG,ASSAM
No.2 Rawta Station,Rowta Chariali B.O,784508,Udalguri,DARRANG,ASSAM
No.5 Dhansiri Khuti,Rowta S.O,784508,Udalguri,DARRANG,ASSAM
Phuhurabari Khairabari,Rowta Chariali B.O,784508,Udalguri,DARRANG,ASSAM
Baghsal Chuburi,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Bali Gaon,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Barbhegiapara,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Bhura Chuburi,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Bhutuni Duba,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Bokapori,Garaibari B.O,784509,Udalguri,DARRANG,ASSAM
Darangi Para,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Golma Gaon,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Jhakara Gaon,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Kalajhar,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Kashipur,Bandarguri B.O,784509,Udalguri,DARRANG,ASSAM
Landar Chuburi,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Niz. Rangapani,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.1 Botabari,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.1 Majgaon,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.3 Sapkhaiti Bher,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Puthimari Gaon,Bandarguri B.O,784509,Dhekiajuli,SONITPUR,ASSAM
Ranendrapur,Khowrang B.O,784509,Udalguri,DARRANG,ASSAM
Ranga Makha,Thana Udalguri B.O,784509,Udalguri,DARRANG,ASSAM
Ratan Juli Gaon,Bandarguri B.O,784509,Dhekiajuli,SONITPUR,ASSAM
Uttar Raona Garh,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Balla Gaon,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Belguri,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Bellow Chuburi,Barnagram B.O,784509,Udalguri,DARRANG,ASSAM
Bisar Chuburi,Garaibari B.O,784509,Udalguri,DARRANG,ASSAM
Botabari,Khuchurabari Habigaon B.O,784509,Udalguri,DARRANG,ASSAM
Dhipbisora,Mohanpur B.O,784509,Udalguri,DARRANG,ASSAM
Galandi Habi,Barnagram B.O,784509,Udalguri,DARRANG,ASSAM
Hajara Gaon,Khowrang B.O,784509,Udalguri,DARRANG,ASSAM
Hengerajhar,Mohanpur B.O,784509,Mangaldoi,DARRANG,ASSAM
Kalamoni Para,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Khator Bari,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Kundar Bil Gaon,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Mora Dhansiri,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Nlr 17/56 M.C. Bagicha,Bandarguri B.O,784509,Na-Duar,SONITPUR,ASSAM
No.1 Amjuli,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.1 Khomabari,Bandarguri B.O,784509,Udalguri,DARRANG,ASSAM
No.1 Kundar Bil,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.1 Sialmarikhuti,Bandarguri B.O,784509,Dalgaon,DARRANG,ASSAM
No.3 Dhansiri Khuti,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.6 Dhansiri Khuti,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Pub Begapara,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Sibapur,Mohanpur B.O,784509,Udalguri,DARRANG,ASSAM
Udalguri,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Ahomakha,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Bhairaguri,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Bori Gaon Daipang Para,Mazkhuti B.O,784509,Udalguri,DARRANG,ASSAM
Chandana Gaon,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Dakhin Da Gaon,Kajiamati B.O,784509,Biswanath,SONITPUR,ASSAM
Dhalkata,Nalkhamara B.O,784509,Udalguri,DARRANG,ASSAM
Gulma Gaon,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Harpur,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Hatkata,Mazkhuti B.O,784509,Udalguri,DARRANG,ASSAM
Kahibari,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Khasrao Nagarh,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Kuptimari,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Major Gaon,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Nagaon,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Nalbari,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Nao Herua,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Niz Udalguri,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.1 Bagaribari,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.1 Doul Guri Gaon,Mohanpur B.O,784509,Dhekiajuli,SONITPUR,ASSAM
No.1 Jhar Gaon,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.1 Majuli,Bandarguri B.O,784509,Udalguri,DARRANG,ASSAM
No.1 Rangapani,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.2 Khomabari,Bandarguri B.O,784509,Udalguri,DARRANG,ASSAM
No.3 Amjuli,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.5 Rangapani,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.6 Majuli,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Phulbari,Khowrang B.O,784509,Udalguri,DARRANG,ASSAM
Purani Garaibari,Garaibari B.O,784509,Udalguri,DARRANG,ASSAM
Rangpur,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Sing Gaon,Kajiamati B.O,784509,Udalguri,DARRANG,ASSAM
Sonapur,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Udalguri Nepali Gaon,Udalguri S.O,784509,Majbat,DARRANG,ASSAM
Bagaribari,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Bher Gaon,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Dalani Gaon,Nalkhamara B.O,784509,Udalguri,DARRANG,ASSAM
Geseng Gaon,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Khemen Gaon,Bandarguri B.O,784509,Udalguri,DARRANG,ASSAM
Kukur Bhukia,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Nalkhamara,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.1 Phuhurabari,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.2 Bandarguri,Bandarguri B.O,784509,Udalguri,DARRANG,ASSAM
No.2 Jorpukhuri,Mohanpur B.O,784509,Udalguri,DARRANG,ASSAM
No.2 Mowdubi,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.2 Thekerabari,Bandarguri B.O,784509,Dalgaon,DARRANG,ASSAM
No.3 Rangapani,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.4 Majuli,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Roumari Pathar,Bandarguri B.O,784509,Dhekiajuli,SONITPUR,ASSAM
Rowta Pathar,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Serelia Kuhiar Bari,Bandarguri B.O,784509,Biswanath,SONITPUR,ASSAM
Sesapani,Bandarguri B.O,784509,Udalguri,DARRANG,ASSAM
Sonaripara,Nalkhamara B.O,784509,Udalguri,DARRANG,ASSAM
Adala,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Badagaon,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Baniapara,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Bar Bengera Chuburi,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Barigaon Jungle,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Begapara,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Bhalukmari,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Daiphang Gaon,Bandarguri B.O,784509,Udalguri,DARRANG,ASSAM
Daiphang Khuti,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Dimakuchi T.E.,Udalguri S.O,784509,Harisinga,DARRANG,ASSAM
Duwamokha,Barnagram B.O,784509,Udalguri,DARRANG,ASSAM
Kachubil,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Kalakuchi Bagicha Gaon,Garaibari B.O,784509,Dhekiajuli,SONITPUR,ASSAM
Khairabari,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Kundar Bil N.C.,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Medhipam Pathar,Khowrang B.O,784509,Dhekiajuli,SONITPUR,ASSAM
Monpur,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.1 Bandarguri,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.1 Mowdubi,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.2 Majuli,Bandarguri B.O,784509,Udalguri,DARRANG,ASSAM
No.2 Sapkhaiti Bher,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Padma Pukhuri,Mohanpur B.O,784509,Udalguri,DARRANG,ASSAM
Sapmari,Bandarguri B.O,784509,Udalguri,DARRANG,ASSAM
Saru Bengera Chuburi,Barnagram B.O,784509,Udalguri,DARRANG,ASSAM
Sikaridanga N.C.,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Silikha Bari Gaon,Bandarguri B.O,784509,Dhekiajuli,SONITPUR,ASSAM
Swapan Gaon,Bandarguri B.O,784509,Udalguri,DARRANG,ASSAM
Bar Nagaon,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Bekigaon,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Daodi Gaon,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Dhula Chuburi,Garaibari B.O,784509,Udalguri,DARRANG,ASSAM
Jaberitola,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Kathalguri,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Khanghalabari,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Khusurabari Habi,Khuchurabari Habigaon B.O,784509,Udalguri,DARRANG,ASSAM
Mohanpur,Mohanpur B.O,784509,Mangaldoi,DARRANG,ASSAM
Narjanpara,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Nepalpara,Bandarguri B.O,784509,Udalguri,DARRANG,ASSAM
Nepalpara Grazing,Bandarguri B.O,784509,Udalguri,DARRANG,ASSAM
No.1 Bari Gaon,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.1 Chandana T.E.,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.1 Dhansiri Khuti,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.1 Garaibari,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.2 Kundar Bil,Khowrang B.O,784509,Udalguri,DARRANG,ASSAM
No.2 Phuhurabari,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.4 Rangapani,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Saru Nagaon,Barnagram B.O,784509,Udalguri,DARRANG,ASSAM
Udalguri Maimansinga,Udalguri S.O,784509,Majbat,DARRANG,ASSAM
Bajarajhar,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Balisiha Jungle,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Bhutiajhar,Udalguri S.O,784509,Harisinga,DARRANG,ASSAM
Boscobari (Forest Village),Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Garo Basti,Khowrang B.O,784509,Udalguri,DARRANG,ASSAM
Gelagaon,Bandarguri B.O,784509,Udalguri,DARRANG,ASSAM
Hapa Gaon,Garaibari B.O,784509,Udalguri,DARRANG,ASSAM
Jharabari,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Khoyerbari,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Kothalbari,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Kuchpara,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Kundar Bil Pathar,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Laodung,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Mahendrapur,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Medhipara Gaon,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Mohanpur,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.1 Barpathar,Bandarguri B.O,784509,Biswanath,SONITPUR,ASSAM
No.1 Bochasimalu Gaon,Mazkhuti B.O,784509,Dhekiajuli,SONITPUR,ASSAM
No.1 Dhansiri T.E.,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.1 Sapkhaiti Bher,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.2 Japari Jan,Bandarguri B.O,784509,Biswanath,SONITPUR,ASSAM
Phakidia,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Purani Hapa Gaon,Garaibari B.O,784509,Udalguri,DARRANG,ASSAM
Santipur,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Udalguri Jungle,Udalguri S.O,784509,Majbat,DARRANG,ASSAM
Bahini Gaon,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Balisiha Habi,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Barnagaon,Barnagram B.O,784509,Mangaldoi,DARRANG,ASSAM
Barpukhuri Gaon,Barnagram B.O,784509,Dhekiajuli,SONITPUR,ASSAM
Bhairavpur,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Chandrapur,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Garhmara,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Gerenchigaon,Bandarguri B.O,784509,Udalguri,DARRANG,ASSAM
Jamuguri,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Kamarpara,Khuchurabari Habigaon B.O,784509,Kalaigaon,DARRANG,ASSAM
Khagrabari,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Mitharam Bangali Gaon,Nalkhamara B.O,784509,Dhekiajuli,SONITPUR,ASSAM
No.1 Jorpukhuri,Mohanpur B.O,784509,Udalguri,DARRANG,ASSAM
No.1 Monai,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.1 Sanmilani,Thana Udalguri B.O,784509,Dhekiajuli,SONITPUR,ASSAM
No.2 Monai,Garaibari B.O,784509,Udalguri,DARRANG,ASSAM
No.3 Majuli,Bandarguri B.O,784509,Udalguri,DARRANG,ASSAM
No.4 Amjuli,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
No.5 Majuli,Udalguri S.O,784509,Udalguri,DARRANG,ASSAM
Osurmari Pathar,Udalguri S.O,784509,Dhekiajuli,SONITPUR,ASSAM
Pachim Futkibari,Bandarguri B.O,784509,Harisinga,DARRANG,ASSAM
Rangagora,Kajiamati B.O,784509,Udalguri,DARRANG,ASSAM
Simaluguri,Bandarguri B.O,784509,Udalguri,DARRANG,ASSAM
Simulubari,Bandarguri B.O,784509,Udalguri,DARRANG,ASSAM
Thanaudalguri,Thana Udalguri B.O,784509,Udalguri,DARRANG,ASSAM
Badalapara T.E.,Harisinga S.O,784510,Harisinga,DARRANG,ASSAM
Batakuchi,Batakuchi B.O,784510,Harisinga,DARRANG,ASSAM
Bon Groom,Harisinga S.O,784510,Harisinga,DARRANG,ASSAM
Chutiapara,Harisinga S.O,784510,Harisinga,DARRANG,ASSAM
Daroga Chuba,Harisinga S.O,784510,Harisinga,DARRANG,ASSAM
Dharamjuli T.E.,Harisinga S.O,784510,Harisinga,DARRANG,ASSAM
Duliapara,Harisinga S.O,784510,Harisinga,DARRANG,ASSAM
Harisinga,Harisinga S.O,784510,Harisinga,DARRANG,ASSAM
Kakalbhangi,Harisinga S.O,784510,Harisinga,DARRANG,ASSAM
Khairajhar,Harisinga S.O,784510,Harisinga,DARRANG,ASSAM
Khaling Duars Forest Reserve,Harisinga S.O,784510,Harisinga,DARRANG,ASSAM
Khatowalpara,Harisinga S.O,784510,Harisinga,DARRANG,ASSAM
No.1 Sonajuli,Harisinga S.O,784510,Harisinga,DARRANG,ASSAM
No.2 Ghagra Bagan T.E.,Harisinga S.O,784510,Harisinga,DARRANG,ASSAM
No.2 Giya-Gabharu,Sastrapara B.O,784510,Dhekiajuli,SONITPUR,ASSAM
No.2 Kachubil T.E.,Harisinga S.O,784510,Harisinga,DARRANG,ASSAM
No.2 Pub Khairabari,Harisinga S.O,784510,Harisinga,DARRANG,ASSAM
No.3 Kundar Bil,Ambagan B.O,784510,Udalguri,DARRANG,ASSAM
Panimudijhar,Ambagan B.O,784510,Udalguri,DARRANG,ASSAM
Parbahuchuba,Harisinga S.O,784510,Harisinga,DARRANG,ASSAM
Sastrapara,Sastrapara B.O,784510,Udalguri,DARRANG,ASSAM
Dakhin Kalikhola,Harisinga S.O,784510,Harisinga,DARRANG,ASSAM
Dharamjuli Jangle,Harisinga S.O,784510,Harisinga,DARRANG,ASSAM
