Ponkar Kheri (10),Ram Rai B.O,126102,Jind,JIND,HARYANA
Majra Pegan (67),Jind H.O,126102,Jind,JIND,HARYANA
Radhana (70),Radhana B.O,126102,Jind,JIND,HARYANA
Sangat pura (4),Dariyawala B.O,126102,Jind,JIND,HARYANA
Ashrafgarh (71),Pindara B.O,126102,Jind,JIND,HARYANA
Bahbalpur (52),Bibipur B.O,126102,Jind,JIND,HARYANA
Birbaraban (15),Jind H.O,126102,Jind,JIND,HARYANA
Intal Kalan (5),Intal Kalan B.O,126102,Jind,JIND,HARYANA
Jind (Rural) (79),Jind H.O,126102,Jind,JIND,HARYANA
Kachrana Khurd (77),Ikkas B.O,126102,Jind,JIND,HARYANA
Kheri Bulanwali (65),Jind H.O,126102,Jind,JIND,HARYANA
Bibipur (17),Bibipur B.O,126102,Jind,JIND,HARYANA
Ghimana (53),Bibipur B.O,126102,Jind,JIND,HARYANA
Jitgarh (89),Roopgarh B.O,126102,Jind,JIND,HARYANA
Kaer Kheri (82),Ahirka B.O,126102,Jind,JIND,HARYANA
Nirjan (75),Nirjan B.O,126102,Jind,JIND,HARYANA
Padana (65),Nidani B.O,126102,Jind,JIND,HARYANA
Ramrai (11),Ram Rai B.O,126102,Jind,JIND,HARYANA
Roopgarh (88),Roopgarh B.O,126102,Jind,JIND,HARYANA
Sindhwi Kheri,Sindhwi Kheri B.O,126102,Jind,JIND,HARYANA
Amarheri (80),Ahirka B.O,126102,Jind,JIND,HARYANA
Brah Kalan (100),Kharakramji B.O,126102,Jind,JIND,HARYANA
Haibatpur(78),Nirjan B.O,126102,Jind,JIND,HARYANA
Intal Khurd (6),Intal Kalan B.O,126102,Jind,JIND,HARYANA
Jhanj Khurd (85),Jhanjkalan B.O,126102,Jind,JIND,HARYANA
Ramgarh (16),Bibipur B.O,126102,Jind,JIND,HARYANA
Teg Bahadurpur(81),Ahirka B.O,126102,Jind,JIND,HARYANA
Brah khurd (73),Kharakramji B.O,126102,Jind,JIND,HARYANA
Darya Wala (3),Dariyawala B.O,126102,Jind,JIND,HARYANA
Gumton (48),Igrah B.O,126102,Indri,KARNAL,HARYANA
Jalalpur Kalan (13),Intal Kalan B.O,126102,Jind,JIND,HARYANA
Jhanj Kalan (86),Jhanjkalan B.O,126102,Jind,JIND,HARYANA
Julani (84),Jind H.O,126102,Jind,JIND,HARYANA
Nidani (64),Nidani B.O,126102,Jind,JIND,HARYANA
Radhana,Radhana B.O,126102,Jind,JIND,HARYANA
Barodi (87),Roopgarh B.O,126102,Jind,JIND,HARYANA
Durana (53),Jind H.O,126102,Jind,JIND,HARYANA
Igra (18),Igrah B.O,126102,Jind,JIND,HARYANA
Ikas (12),Jind H.O,126102,Jind,JIND,HARYANA
Jajwan (1),Jajwan B.O,126102,Jind,JIND,HARYANA
Kharak Ramji (68),Kharakramji B.O,126102,Jind,JIND,HARYANA
Lakhmir Wala (74),Manohar Pur B.O,126102,Jind,JIND,HARYANA
Manohar Pur (99),Manohar Pur B.O,126102,Jind,JIND,HARYANA
Rajpura (7),Gulkani B.O,126102,Jind,JIND,HARYANA
Sarwan Majra (20),Igrah B.O,126102,Indri,KARNAL,HARYANA
Sindhvi Khera (69),Sindhwi Kheri B.O,126102,Jind,JIND,HARYANA
Jind (Rural) (79),Baniya Khera B.O,126110,Jind,JIND,HARYANA
Ratauli (62),Ritauli B.O,126110,Safidon,JIND,HARYANA
Kharak Gadian (61),Baniya Khera B.O,126110,Safidon,JIND,HARYANA
Khunga (97),Khunga Kothi B.O,126110,Jind,JIND,HARYANA
Baniya Khera,Baniya Khera B.O,126110,Jind,JIND,HARYANA
Dalamwala (94),Dalamwala B.O,126110,Jind,JIND,HARYANA
Jind (Rural) (79),Khunga Kothi B.O,126110,Jind,JIND,HARYANA
Bohat wala (95),Dalamwala B.O,126110,Jind,JIND,HARYANA
Barsana (96),Khunga Kothi B.O,126110,Jind,JIND,HARYANA
Ahlanjogi Khera (60),Ritauli B.O,126110,Safidon,JIND,HARYANA
Dharthrath,Dharthrath S.O,126110,Safidon,JIND,HARYANA
Dhathrath (91),Dharthrath S.O,126110,Safidon,JIND,HARYANA
Lohchab (98),Khunga Kothi B.O,126110,Jind,JIND,HARYANA
Jiwanpur (93),Dalamwala B.O,126110,Jind,JIND,HARYANA
Mohammad Khera (92),Mohammad Khera B.O,126110,Safidon,JIND,HARYANA
Dhillowal (82),Dhilluwal B.O,126111,Jind,JIND,HARYANA
Pegan (66),Pegan B.O,126111,Jind,JIND,HARYANA
Raichandwala (90),Dhilluwal B.O,126111,Jind,JIND,HARYANA
Gohian (88),Dhilluwal B.O,126111,Jind,JIND,HARYANA
Mandli (59),Dhilluwal B.O,126111,Ambala,AMBALA,HARYANA
Alewa (86),Alewa S.O,126111,Jind,JIND,HARYANA
Durana,Durana B.O,126111,Jind,JIND,HARYANA
Bighana (79),Bighana B.O,126111,Jind,JIND,HARYANA
Durana (53),Durana B.O,126111,Jind,JIND,HARYANA
Katwal (54),Alewa S.O,126111,Jind,JIND,HARYANA
Khanda (87),Khanda B.O,126111,Jind,JIND,HARYANA
Jind (Rural) (79),Bighana B.O,126111,Jind,JIND,HARYANA
Khera (281),Pegan B.O,126111,Ambala,AMBALA,HARYANA
Bagru Khurd (32),Bagru Kalan B.O,126112,Safidon,JIND,HARYANA
Bahadarpur (52),Safidon S.O,126112,Safidon,JIND,HARYANA
Khatla (62),Bhuslana Kalan B.O,126112,Safidon,JIND,HARYANA
Kurar (38),Karkhana B.O,126112,Safidon,JIND,HARYANA
Anchra Khurd (33),Bagru Kalan B.O,126112,Safidon,JIND,HARYANA
Bhuslana (65),Bhuslana Kalan B.O,126112,Safidon,JIND,HARYANA
Didwara,Didwara B.O,126112,Safidon,JIND,HARYANA
Hoshiarpura (26),Malar B.O,126112,Safidon,JIND,HARYANA
Jaipur (24),Silakheri B.O,126112,Safidon,JIND,HARYANA
Rorh (89),Rohar B.O,126112,Safidon,JIND,HARYANA
Safidon (Rural) (54),Safidon S.O,126112,Safidon,JIND,HARYANA
Sahanpur (59),Dharamgarh B.O,126112,Safidon,JIND,HARYANA
Tito Kheri (55),Dharamgarh B.O,126112,Safidon,JIND,HARYANA
Didwara (64),Didwara B.O,126112,Safidon,JIND,HARYANA
Jind (Rural) (79),Rohar B.O,126112,Jind,JIND,HARYANA
Karsindhu (128),Karsindu B.O,126112,Narwana,JIND,HARYANA
Khera Gandawala (127),Karsindu B.O,126112,Narwana,JIND,HARYANA
Khera Khemawati (48),Kheri Khermawati B.O,126112,Safidon,JIND,HARYANA
Malakpur (90),Malikpur B.O,126112,Safidon,JIND,HARYANA
Rampura (49),Safidon S.O,126112,Safidon,JIND,HARYANA
Safidon,Safidon S.O,126112,Safidon,JIND,HARYANA
Sarfabad (34),Bagru Kalan B.O,126112,Safidon,JIND,HARYANA
Siwana Mal (17),Siwan Mal B.O,126112,Safidon,JIND,HARYANA
Aftabgarh (45),Paju Kalan B.O,126112,Safidon,JIND,HARYANA
Anchara Kalan,Anchra Kalan B.O,126112,Safidon,JIND,HARYANA
Badodh (60),Bhuslana Kalan B.O,126112,Safidon,JIND,HARYANA
Bagru Kalan (31),Bagru Kalan B.O,126112,Safidon,JIND,HARYANA
Muana (63),Mowana B.O,126112,Safidon,JIND,HARYANA
Paju Kalan (46),Paju Kalan B.O,126112,Safidon,JIND,HARYANA
Rojhla (40),Rojhla B.O,126112,Safidon,JIND,HARYANA
Silla Kheri (41),Silakheri B.O,126112,Safidon,JIND,HARYANA
Siwana mal,Siwan Mal B.O,126112,Safidon,JIND,HARYANA
Butani (28),Butani B.O,126112,Safidon,JIND,HARYANA
Harigarh (36),Ram Nagar B.O,126112,Safidon,JIND,HARYANA
Jind (Rural) (79),Silakheri B.O,126112,Jind,JIND,HARYANA
Ramnagar (29),Ram Nagar B.O,126112,Safidon,JIND,HARYANA
Ratta Khera (50),Safidon S.O,126112,Safidon,JIND,HARYANA
Chhapar (23),Silakheri B.O,126112,Safidon,JIND,HARYANA
Bahadargarh (42),Silakheri B.O,126112,Safidon,JIND,HARYANA
Basini (61),Bhuslana Kalan B.O,126112,Safidon,JIND,HARYANA
Dharamgarh (47),Dharamgarh B.O,126112,Safidon,JIND,HARYANA
Hat (37),Hatt B.O,126112,Safidon,JIND,HARYANA
Karkhana (39),Karkhana B.O,126112,Safidon,JIND,HARYANA
Malar (25),Malar B.O,126112,Safidon,JIND,HARYANA
Mandi Khurd (89),Safidon S.O,126112,Safidon,JIND,HARYANA
Paju Khurd (44),Paju Kalan B.O,126112,Safidon,JIND,HARYANA
Singhana (43),Singhana B.O,126112,Safidon,JIND,HARYANA
Anchra Kalan (35),Anchra Kalan B.O,126112,Safidon,JIND,HARYANA
Kalawati (27),Butani B.O,126112,Safidon,JIND,HARYANA
Kharkara (51),Safidon S.O,126112,Safidon,JIND,HARYANA
Mimnabad (63),Nimnabad B.O,126112,Safidon,JIND,HARYANA
Singhana,Singhana B.O,126112,Safidon,JIND,HARYANA
Singhpura (53),Safidon S.O,126112,Safidon,JIND,HARYANA
Theh Malakpur (91),Malikpur B.O,126112,Safidon,JIND,HARYANA
Bhartana (6),Barthana B.O,126113,Safidon,JIND,HARYANA
Assan (4),Assan B.O,126113,Jind,JIND,HARYANA
Hadwa (30),Hadwa B.O,126113,Safidon,JIND,HARYANA
Kalwa (15),Kalwa B.O,126113,Safidon,JIND,HARYANA
Ludana (8),Ludana B.O,126113,Safidon,JIND,HARYANA
Taloda (1),Siwaha B.O,126113,Jind,JIND,HARYANA
Malsari Khera (10),Bambhewa B.O,126113,Safidon,JIND,HARYANA
Rajana (20),Budha Khera B.O,126113,Safidon,JIND,HARYANA
Bhag Khera (12),Hadwa B.O,126113,Safidon,JIND,HARYANA
Jind,Assan B.O,126113,Jind,JIND,HARYANA
Kheri Taloda (2),Jamni B.O,126113,Jind,JIND,HARYANA
Pillu Khera (17),Pillukhera S.O,126113,Safidon,JIND,HARYANA
Bhuran (16),Kalwa B.O,126113,Safidon,JIND,HARYANA
Budha Khera (22),Budha Khera B.O,126113,Safidon,JIND,HARYANA
Gangoli (13),Gangoli B.O,126113,Safidon,JIND,HARYANA
Assan (4),Siwaha B.O,126113,Jind,JIND,HARYANA
Kharak Gagar (14),Hadwa B.O,126113,Safidon,JIND,HARYANA
Amrali Khera (18),Jamni B.O,126113,Safidon,JIND,HARYANA
Beri Khera (21),Budha Khera B.O,126113,Safidon,JIND,HARYANA
Bham Bhewa (9),Bambhewa B.O,126113,Safidon,JIND,HARYANA
Dharoli (5),Kalwa B.O,126113,Safidon,JIND,HARYANA
Jamni (19),Jamni B.O,126113,Safidon,JIND,HARYANA
Morkhi (11),Morkhi B.O,126113,Safidon,JIND,HARYANA
Sewaha (3),Siwaha B.O,126113,Jind,JIND,HARYANA
Baroli (57),Baroli B.O,126114,Jind,JIND,HARYANA
Khraintee (20),Garhwali B.O,126114,Julana,JIND,HARYANA
Kishanpura (55),Bishanpura B.O,126114,Jind,JIND,HARYANA
Bishanpura (56),Bishanpura B.O,126114,Jind,JIND,HARYANA
Gharwali (38),Garhwali B.O,126114,Julana,JIND,HARYANA
Shamlo Kalan(61),Shamlo Kalan S.O,126114,Jind,JIND,HARYANA
Barar Khera (51),Buana B.O,126114,Jind,JIND,HARYANA
Gobindpura (54),Bishanpura B.O,126114,Jind,JIND,HARYANA
Kinana (59),Kinana B.O,126114,Jind,JIND,HARYANA
Anoopgarh (58),Baroli B.O,126114,Jind,JIND,HARYANA
Bharon Khera (46),Dhigana B.O,126114,Jind,JIND,HARYANA
Khima Kheri (62),Shamlo Kalan S.O,126114,Jind,JIND,HARYANA
Shamlo Khurd (63),Baroli B.O,126114,Jind,JIND,HARYANA
Chabri (67),Nidana B.O,126114,Jind,JIND,HARYANA
Jai Jaiwanti (39),Garhwali B.O,126114,Julana,JIND,HARYANA
Ramkali (48),Shamlo Kalan S.O,126114,Jind,JIND,HARYANA
Buradehar (50),Buana B.O,126114,Julana,JIND,HARYANA
Buwana (19),Buana B.O,126114,Julana,JIND,HARYANA
Lalit Khera (7),Nidana B.O,126114,Jind,JIND,HARYANA
Dhigana (47),Dhigana B.O,126114,Jind,JIND,HARYANA
Gatauli (49),Gatauli B.O,126114,Julana,JIND,HARYANA
Nidana (66),Nidana B.O,126114,Jind,JIND,HARYANA
Gosain Khera (60),Shamlo Kalan S.O,126114,Julana,JIND,HARYANA
Khera Bakhta (37),Garhwali B.O,126114,Julana,JIND,HARYANA
Alipura (126),Karsindhu B.O,126115,Narwana,JIND,HARYANA
Bhonsla (132),Mohangarh B.O,126115,Narwana,JIND,HARYANA
Kakrod (104),Kakrod B.O,126115,Narwana,JIND,HARYANA
Khapran (112),Bhongra B.O,126115,Narwana,JIND,HARYANA
Kharak Bhura (115),Kharakbhura B.O,126115,Narwana,JIND,HARYANA
Baroda BO 126115,Baroda B.O,126115,Jind,JIND,HARYANA
Bhongra (111),Bhongra B.O,126115,Narwana,JIND,HARYANA
Daroli Khera (97),Uchana Khrud B.O,126115,Narwana,JIND,HARYANA
Karsindhu (56),Karsindhu B.O,126115,Safidon,JIND,HARYANA
Khatkar (135),Khatkar B.O,126115,Narwana,JIND,HARYANA
Kheri Masania (108),Uchana S.O,126115,Narwana,JIND,HARYANA
Kheri Safa (116),Kharakbhura B.O,126115,Narwana,JIND,HARYANA
Sedha Majra (107),Uchana S.O,126115,Narwana,JIND,HARYANA
Tarkha (125),Kharakbhura B.O,126115,Narwana,JIND,HARYANA
Baroda,Baroda B.O,126115,Jind,JIND,HARYANA
Pahlwan (114),Uchana S.O,126115,Narwana,JIND,HARYANA
Uchana,Uchana S.O,126115,Jind,JIND,HARYANA
Anta (57),Karsindhu B.O,126115,Safidon,JIND,HARYANA
Kabarchha (124),Kabarchha B.O,126115,Narwana,JIND,HARYANA
Sudkain Kalan (122),Sudkain Kalan B.O,126115,Narwana,JIND,HARYANA
Uchana Kalan (109),Uchana S.O,126115,Narwana,JIND,HARYANA
Sudkain Kalan,Sudkain Kalan B.O,126115,Narwana,JIND,HARYANA
Barsola (1),Barsola B.O,126115,Jind,JIND,HARYANA
Kasoon (134),Kasun B.O,126115,Narwana,JIND,HARYANA
Mohangarh (136),Mohangarh B.O,126115,Narwana,JIND,HARYANA
Uchana Khurd (106),Uchana Khrud B.O,126115,Narwana,JIND,HARYANA
Barsola,Barsola B.O,126115,Jind,JIND,HARYANA
Budain (110),Budain B.O,126115,Narwana,JIND,HARYANA
Ghogharian (130),Gogrian B.O,126115,Narwana,JIND,HARYANA
Makhand (105),Makhand B.O,126115,Narwana,JIND,HARYANA
Todi Kheri (58),Karsindhu B.O,126115,Safidon,JIND,HARYANA
Kalta (131),Kasun B.O,126115,Narwana,JIND,HARYANA
Rohaj Khera (129),Gogrian B.O,126115,Narwana,JIND,HARYANA
Amritsar (43),Ujhana B.O,126116,Narwana,JIND,HARYANA
Dhakal (121),Dhakal B.O,126116,Narwana,JIND,HARYANA
Frain Khurd (79),Pharain Kalan B.O,126116,Narwana,JIND,HARYANA
Ghaso Kalan (117),Ghason Kalan B.O,126116,Narwana,JIND,HARYANA
Gorusar (42),Bhana Brahmana B.O,126116,Narwana,JIND,HARYANA
Gurthali (37),Rajgarh Gurthali B.O,126116,Narwana,JIND,HARYANA
Hamirgarh (58),Hamir Garh B.O,126116,Narwana,JIND,HARYANA
Jheel (95),Jheel B.O,126116,Narwana,JIND,HARYANA
Sulehra (63),Sulhera B.O,126116,Narwana,JIND,HARYANA
Amargarh (80),Amargarh B.O,126116,Narwana,JIND,HARYANA
Balerkha (39),Belarkhan B.O,126116,Narwana,JIND,HARYANA
Bidrana (35),Sinsar B.O,126116,Narwana,JIND,HARYANA
Dhindoli (5),Dhanori B.O,126116,Narwana,JIND,HARYANA
Garhi (52),Garhi B.O,126116,Narwana,JIND,HARYANA
Harnampura (67),Phullian Kalan B.O,126116,Narwana,JIND,HARYANA
Nehra (81),Amargarh B.O,126116,Narwana,JIND,HARYANA
Data singhwala (3),Garhi B.O,126116,Narwana,JIND,HARYANA
Dumarkha Kalan (119),Dumarkhan Kalan B.O,126116,Narwana,JIND,HARYANA
Frain Kalan (78),Pharain Kalan B.O,126116,Narwana,JIND,HARYANA
Fulian Kalan (66),Phullian Kalan B.O,126116,Narwana,JIND,HARYANA
Kaloda Khurd (83),Amargarh B.O,126116,Narwana,JIND,HARYANA
Kalwan (61),Kalwan B.O,126116,Narwana,JIND,HARYANA
Lochab (65),Phullian Kalan B.O,126116,Narwana,JIND,HARYANA
Asmailpur (77),Narwana S.O,126116,Narwana,JIND,HARYANA
Chak Ujhana (51),Narwana S.O,126116,Narwana,JIND,HARYANA
Dhankhari (133),Narwana S.O,126116,Narwana,JIND,HARYANA
Kaloda Kalan (84),Amargarh B.O,126116,Narwana,JIND,HARYANA
Khanpur (71),Karamgarh B.O,126116,Narwana,JIND,HARYANA
Koel (48),Dhanori B.O,126116,Narwana,JIND,HARYANA
Narwana,Narwana S.O,126116,Narwana,JIND,HARYANA
Narwana (Rural)(73),Narwana S.O,126116,Narwana,JIND,HARYANA
Padarath Khera (1),Dhabitek Singh B.O,126116,Narwana,JIND,HARYANA
Sinsar (34),Sinsar B.O,126116,Narwana,JIND,HARYANA
Dablain (76),Dablain Kalan B.O,126116,Narwana,JIND,HARYANA
Dhabitek Singh,Dhabitek Singh B.O,126116,Julana,JIND,HARYANA
Dharodi,Dharodi B.O,126116,Narwana,JIND,HARYANA
Kharal (57),Kharal B.O,126116,Narwana,JIND,HARYANA
Khararwal (82),Khrindwal B.O,126116,Narwana,JIND,HARYANA
Mohal Khera (38),Narwana S.O,126116,Narwana,JIND,HARYANA
Sudkain Khurd,Sudkain Khurd B.O,126116,Narwana,JIND,HARYANA
Suraja Khera urf Sheogarh(40),Narwana S.O,126116,Narwana,JIND,HARYANA
Darond Khera (100),Narwana S.O,126116,Narwana,JIND,HARYANA
Dhabi Teksingh (55),Narwana S.O,126116,Narwana,JIND,HARYANA
Dhamtan Sahib (60),Dhamtan Sahib B.O,126116,Narwana,JIND,HARYANA
Dhanauri (6),Dhanori B.O,126116,Narwana,JIND,HARYANA
Fulian Khurd (68),Phullian Kalan B.O,126116,Narwana,JIND,HARYANA
Hans Dahar (4),Dhanori B.O,126116,Narwana,JIND,HARYANA
Jind (Rural) (79),Rajgarh Gurthali B.O,126116,Jind,JIND,HARYANA
Kahna Khera (69),Karamgarh B.O,126116,Narwana,JIND,HARYANA
Naraingarh (54),Dhabitek Singh B.O,126116,Narwana,JIND,HARYANA
Narwana,Belarkhan B.O,126116,Narwana,JIND,HARYANA
Pipaltha (53),Pipaltha B.O,126116,Narwana,JIND,HARYANA
Rajgarh Dhobi (64),Sulhera B.O,126116,Narwana,JIND,HARYANA
Shinghwa (33),Singhwal B.O,126116,Narwana,JIND,HARYANA
Sudkain Khurd (123),Sudkain Khurd B.O,126116,Narwana,JIND,HARYANA
Sunderpura (74),Dablain Kalan B.O,126116,Narwana,JIND,HARYANA
Ujhana (50),Ujhana B.O,126116,Narwana,JIND,HARYANA
Badowala (75),Narwana S.O,126116,Narwana,JIND,HARYANA
Barta (7),Dhanori B.O,126116,Narwana,JIND,HARYANA
Bhana Barahmnan (41),Bhana Brahmana B.O,126116,Narwana,JIND,HARYANA
Dhakal,Dhakal B.O,126116,Narwana,JIND,HARYANA
Dhamtan Sahib,Dhamtan Sahib B.O,126116,Narwana,JIND,HARYANA
Hatho (36),Rajgarh Gurthali B.O,126116,Narwana,JIND,HARYANA
Julehra (62),Phullian Kalan B.O,126116,Narwana,JIND,HARYANA
Rasidan (56),Rasidan B.O,126116,Narwana,JIND,HARYANA
Singhwal,Singhwal B.O,126116,Jind,JIND,HARYANA
Bhagwan Pura (96),Ghason Kalan B.O,126116,Narwana,JIND,HARYANA
Chhattar (76),Narwana S.O,126116,Narwana,JIND,HARYANA
Dharodi (72),Dharodi B.O,126116,Narwana,JIND,HARYANA
Dumarkha Khurd (120),Dumarkhan Kalan B.O,126116,Narwana,JIND,HARYANA
Ghaso Khurd (118),Ghason Kalan B.O,126116,Narwana,JIND,HARYANA
Karamgarh (70),Karamgarh B.O,126116,Narwana,JIND,HARYANA
Loan (59),Lowan B.O,126116,Narwana,JIND,HARYANA
Nepewala (49),Garhi B.O,126116,Narwana,JIND,HARYANA
Rewar (2),Dhabitek Singh B.O,126116,Narwana,JIND,HARYANA
Chuharpur (85),Chuharpur B.O,126125,Jind,JIND,HARYANA
Hassanpur (83),Naguran S.O,126125,Jind,JIND,HARYANA
Kachrana Kalan (78),Kuchrana Kalan B.O,126125,Jind,JIND,HARYANA
Naguran (81),Naguran S.O,126125,Jind,JIND,HARYANA
Sandil (70),Sandil B.O,126125,Jind,JIND,HARYANA
Kandela (90),Kendela B.O,126125,Jind,JIND,HARYANA
Kheri Naguran (84),Naguran S.O,126125,Jind,JIND,HARYANA
Jind,Chhatar B.O,126125,Jind,JIND,HARYANA
Lodhar (75),Lodhar B.O,126125,Narwana,JIND,HARYANA
Thuha (69),Thua B.O,126125,Jind,JIND,HARYANA
Badhana,Badhana B.O,126125,Jind,JIND,HARYANA
Chattar BO,Chhatar B.O,126125,Jind,JIND,HARYANA
Danda Kheri (2),Shahpur B.O,126125,Jind,JIND,HARYANA
Mandi Kalan (71),Mandi Kalan B.O,126125,Narwana,JIND,HARYANA
Shahpur (92),Shahpur B.O,126125,Jind,JIND,HARYANA
Thuha,Thua B.O,126125,Jind,JIND,HARYANA
Jind (Rural) (79),Kendela B.O,126125,Jind,JIND,HARYANA
Jind,Thua B.O,126125,Jind,JIND,HARYANA
Shamdo (68),Chuharpur B.O,126125,Jind,JIND,HARYANA
Badhana (55),Badhana B.O,126125,Jind,JIND,HARYANA
Dehola,Dehola B.O,126125,Jind,JIND,HARYANA
Dauhla (80),Dehola B.O,126125,Jind,JIND,HARYANA
Sirirag (91),Shahpur B.O,126125,Jind,JIND,HARYANA
Badanpur (93),Badanpur B.O,126152,Narwana,JIND,HARYANA
Bhikhewala (91),Bikhiwala B.O,126152,Narwana,JIND,HARYANA
Durjanpur (101),Durjanpur B.O,126152,Narwana,JIND,HARYANA
Tohana Khera (94),Badanpur B.O,126152,Narwana,JIND,HARYANA
Nachar Khera (103),Durjanpur B.O,126152,Narwana,JIND,HARYANA
Danoda Kalan (89),Dhanoda Kalan S.O,126152,Narwana,JIND,HARYANA
Mangalpur (98),Mangalpur B.O,126152,Narwana,JIND,HARYANA
Sainthly (88),Sainthali B.O,126152,Narwana,JIND,HARYANA
Udepur (102),Durjanpur B.O,126152,Narwana,JIND,HARYANA
Narwana,Bikhiwala B.O,126152,Narwana,JIND,HARYANA
Sacha Khera (92),Sachha Khera B.O,126152,Narwana,JIND,HARYANA
Danoda Khurd (90),Dhanoda Kalan S.O,126152,Narwana,JIND,HARYANA
Jajanwala (87),Jajanwala B.O,126152,Narwana,JIND,HARYANA
Surbrah (99),Mangalpur B.O,126152,Narwana,JIND,HARYANA
Bhiwani,Birla Colony Bhiwani S.O,127021,Bhiwani,BHIWANI,HARYANA
Bhiwani,Jalan Hospital Bhiwani S.O,127021,Bhiwani,BHIWANI,HARYANA
Bhiwani Lohar (22),Bhiwani H.O,127021,Bhiwani,BHIWANI,HARYANA
Bhiwani,Bhiwani H.O,127021,Bhiwani,BHIWANI,HARYANA
Bhiwani,Bseh Bhiwani S.O,127021,Bhiwani,BHIWANI,HARYANA
Bhiwani,Lohar Bazar S.O,127021,Bhiwani,BHIWANI,HARYANA
Bhiwani,Bus Stand Bhiwani S.O,127021,Bhiwani,BHIWANI,HARYANA
Bhiwani,Halu Bajar Bhiwani S.O,127021,Bhiwani,BHIWANI,HARYANA
Bhiwani,Mini Sect Bhiwani S.O,127021,Bhiwani,BHIWANI,HARYANA
Bhiwani Jonpal (21),Bhiwani H.O,127021,Bhiwani,BHIWANI,HARYANA
Changrod(179),Chang Road B.O,127022,Dadri,BHIWANI,HARYANA
Gothra (77),Mauri B.O,127022,Dadri,BHIWANI,HARYANA
Makrana (174),Makrana B.O,127022,Dadri,BHIWANI,HARYANA
Datoli(176),Dudhwa B.O,127022,Dadri,BHIWANI,HARYANA
Balrod(180),Chang Road B.O,127022,Dadri,BHIWANI,HARYANA
Balkra(79),Mauri B.O,127022,Dadri,BHIWANI,HARYANA
Chirya(175),Chiriya S.O,127022,Dadri,BHIWANI,HARYANA
Makrani (75),Mauri B.O,127022,Dadri,BHIWANI,HARYANA
Mori (173),Mauri B.O,127022,Dadri,BHIWANI,HARYANA
Noswa(7),Chiriya S.O,127022,Dadri,BHIWANI,HARYANA
Santhoshpura (76),Mauri B.O,127022,Dadri,BHIWANI,HARYANA
Dadhi Chhilar(178),Dudhwa B.O,127022,Dadri,BHIWANI,HARYANA
Dudhwa(177),Dudhwa B.O,127022,Dadri,BHIWANI,HARYANA
Bond Kalan (127),Baund S.O,127025,Dadri,BHIWANI,HARYANA
Neemri (126),Malkosh B.O,127025,Dadri,BHIWANI,HARYANA
Dadri(147),Aun B.O,127025,Dadri,BHIWANI,HARYANA
Malkosh (125),Malkosh B.O,127025,Dadri,BHIWANI,HARYANA
Bond Khurd (128),Baund S.O,127025,Dadri,BHIWANI,HARYANA
Rankoli (124),Baund S.O,127025,Dadri,BHIWANI,HARYANA
Birhi Kalan(93),Birhi Kalan S.O,127026,Dadri,BHIWANI,HARYANA
Shiswala(85),Siswala B.O,127026,Dadri,BHIWANI,HARYANA
Atela Khurd(87),Atela Khurd B.O,127026,Dadri,BHIWANI,HARYANA
Mahra(91),Mehera B.O,127026,Dadri,BHIWANI,HARYANA
Birhi Khurd(95),Birhi Kalan S.O,127026,Dadri,BHIWANI,HARYANA
Dudiwala Nandkaran(6),Dohka Harya B.O,127026,Dadri,BHIWANI,HARYANA
Chhapar(98),Chappar B.O,127026,Dadri,BHIWANI,HARYANA
Dohka Dina(9),Dohka Harya B.O,127026,Dadri,BHIWANI,HARYANA
Dohka Harya(7),Dohka Harya B.O,127026,Dadri,BHIWANI,HARYANA
Dohka Moji(8),Dohka Harya B.O,127026,Dadri,BHIWANI,HARYANA
Dudiwala Kishanpura(5),Dohka Harya B.O,127026,Dadri,BHIWANI,HARYANA
Barsana(89),Barsana B.O,127026,Dadri,BHIWANI,HARYANA
Nand karan,Dohka Harya B.O,127026,Dadri,BHIWANI,HARYANA
Asawari(83),Badal B.O,127026,Dadri,BHIWANI,HARYANA
Atela Kalan(88),Atela Khurd B.O,127026,Dadri,BHIWANI,HARYANA
Badal(84),Badal B.O,127026,Dadri,BHIWANI,HARYANA
Tiwala(90),Tiwala B.O,127026,Dadri,BHIWANI,HARYANA
Bilawal(86),Atela Khurd B.O,127026,Dadri,BHIWANI,HARYANA
Dhani Harsukh,Rewari Khera B.O,127027,Bhiwani,BHIWANI,HARYANA
Dhani Chang,Chang S.O,127027,Bhiwani,BHIWANI,HARYANA
Riwari (4),Rewari Khera B.O,127027,Bhiwani,BHIWANI,HARYANA
Sai (1),Sai B.O,127027,Bhiwani,BHIWANI,HARYANA
Chang (5),Chang S.O,127027,Bhiwani,BHIWANI,HARYANA
Sidhanwa (4),Sidhanwa B.O,127028,Loharu,BHIWANI,HARYANA
Mithi (103),Mithi B.O,127028,Siwani,BHIWANI,HARYANA
Nunsar (7),Noonsar B.O,127028,Loharu,BHIWANI,HARYANA
Beran (16),Obra B.O,127028,Loharu,BHIWANI,HARYANA
Patwan (108),Patwan B.O,127028,Loharu,BHIWANI,HARYANA
Sorda Kadim(30),Behl S.O,127028,Loharu,BHIWANI,HARYANA
Garwa(109),Patwan B.O,127028,Siwani,BHIWANI,HARYANA
Ladawas(30),Noonsar B.O,127028,Dadri,BHIWANI,HARYANA
Matani (111),Matani B.O,127028,Siwani,BHIWANI,HARYANA
